0,A111AA814,"6 ч, 10 мин","82 км, 414 м",12/14,85.71428571428571,Найм,6т,,11,A111AA814,,Черновик,28.03.2025,8023,4,Возврат тары,8023,,,55.668845;37.647295,,28.03.2025 12:40,28.03.2025 12:40,"0 ч, 0 мин",0,0,,,32.558,,,Паллета,,,
1,A111AA815,"5 ч, 52 мин","57 км, 849 м",14/14,100.0,Найм,6т,,12,A111AA815,,Черновик,28.03.2025,8023,1,Погрузка,8023,,,55.668845;37.647295,,28.03.2025 11:47,28.03.2025 13:17,"1 ч, 30 мин",0,0,,,0.0,,,Паллета,,,
0,A111AA815,"5 ч, 52 мин","57 км, 849 м",14/14,100.0,Найм,6т,,12,A111AA815,,Черновик,28.03.2025,8023,2,Разгрузка,928059,,"125239, г. Москва, ул. Коптевская, д. 85, помещение 1",55.83761;37.52157,,28.03.2025 14:28,28.03.2025 15:08,"0 ч, 40 мин",0,0,28.03.2025 09:40,28.03.2025 14:20,29.423,,6.3,Паллета,9,,
0,A111AA815,"5 ч, 52 мин","57 км, 849 м",14/14,100.0,Найм,6т,,12,A111AA815,,Черновик,28.03.2025,8023,3,Разгрузка,1391,,"Москва г., Михалковская ул., д 6",55.83752;37.53686,,28.03.2025 15:51,28.03.2025 16:31,"0 ч, 40 мин",0,0,28.03.2025 15:40,28.03.2025 17:20,1.244,,5.0,Паллета,5,,
0,A111AA815,"5 ч, 52 мин","57 км, 849 м",14/14,100.0,Найм,6т,,12,A111AA815,,Черновик,28.03.2025,8023,4,Возврат тары,8023,,,55.668845;37.647295,,28.03.2025 17:39,28.03.2025 17:39,"0 ч, 0 мин",0,0,,,27.182,,,Паллета,,,
1,A111AA816,"5 ч, 55 мин","71 км, 242 м",13/14,92.85714285714286,Найм,6т,,13,A111AA816,,Черновик,28.03.2025,8023,1,Погрузка,8023,,,55.668845;37.647295,,28.03.2025 07:30,28.03.2025 09:00,"1 ч, 30 мин",0,0,,,0.0,,,Паллета,,,
0,A111AA816,"5 ч, 55 мин","71 км, 242 м",13/14,92.85714285714286,Найм,6т,,13,A111AA816,,Черновик,28.03.2025,8023,2,Разгрузка,3037,,"Москва, Веласкеса б-р, 3",55.59329;37.45661,,28.03.2025 10:04,28.03.2025 10:44,"0 ч, 40 мин",0,0,28.03.2025 09:40,28.03.2025 13:20,25.836,,5.0,Паллета,5,,
0,A111AA816,"5 ч, 55 мин","71 км, 242 м",13/14,92.85714285714286,Найм,6т,,13,A111AA816,,Черновик,28.03.2025,8023,3,Разгрузка,1431,,"пос. Московский, г. Московский, Московская ул., д. 3А",55.59346;37.36765,,28.03.2025 11:37,28.03.2025 12:17,"0 ч, 40 мин",0,0,28.03.2025 08:40,28.03.2025 13:20,11.525,,8.0,Паллета,8,,
0,A111AA816,"5 ч, 55 мин","71 км, 242 м",13/14,92.85714285714286,Найм,6т,,13,A111AA816,,Черновик,28.03.2025,8023,4,Возврат тары,8023,,,55.668845;37.647295,,28.03.2025 13:25,28.03.2025 13:25,"0 ч, 0 мин",0,0,,,33.881,,,Паллета,,,
1,A111AA817,"5 ч, 40 мин","48 км, 254 м",13/14,92.85714285714286,Найм,6т,,14,A111AA817,,Черновик,28.03.2025,8023,1,Погрузка,8023,,,55.668845;37.647295,,28.03.2025 11:46,28.03.2025 13:16,"1 ч, 30 мин",0,0,,,0.0,,,Паллета,,,
0,A111AA817,"5 ч, 40 мин","48 км, 254 м",13/14,92.85714285714286,Найм,6т,,14,A111AA817,,Черновик,28.03.2025,8023,2,Разгрузка,1329,,"г. Москва Уральская ул., д. 3",55.81275;37.79728,,28.03.2025 14:18,28.03.2025 14:58,"0 ч, 40 мин",0,0,28.03.2025 12:40,28.03.2025 17:20,22.554,,9.0,Паллета,9,,
0,A111AA817,"5 ч, 40 мин","48 км, 254 м",13/14,92.85714285714286,Найм,6т,,14,A111AA817,,Черновик,28.03.2025,8023,3,Разгрузка,1450,,"г. Москва, Измайловский б-р, д.60/10",55.7966;37.81364,,28.03.2025 15:42,28.03.2025 16:22,"0 ч, 40 мин",0,0,28.03.2025 15:40,28.03.2025 17:20,2.923,,4.0,Паллета,4,,
0,A111AA817,"5 ч, 40 мин","48 км, 254 м",13/14,92.85714285714286,Найм,6т,,14,A111AA817,,Черновик,28.03.2025,8023,4,Возврат тары,8023,,,55.668845;37.647295,,28.03.2025 17:26,28.03.2025 17:26,"0 ч, 0 мин",0,0,,,22.777,,,Паллета,,,
1,A111AA818,"9 ч, 8 мин","458 км, 351 м",16/16,100.0,Найм,7т,,15,A111AA818,,Черновик,28.03.2025,8023,1,Погрузка,8023,,,55.668845;37.647295,,28.03.2025 07:00,28.03.2025 08:30,"1 ч, 30 мин",0,0,,,0.0,,,Паллета,,,
0,A111AA818,"9 ч, 8 мин","458 км, 351 м",16/16,100.0,Найм,7т,,15,A111AA818,,Черновик,28.03.2025,8023,2,Разгрузка,3182,,"ВО, Рамонский муниц. район, Комсомольское сельское поселение, д. Князево, улица Советская, 137а",52.07366;39.18463,,28.03.2025 13:28,28.03.2025 14:08,"0 ч, 40 мин",0,0,28.03.2025 09:10,28.03.2025 14:20,458.351,,8.0,Паллета,8,,
0,A111AA818,"9 ч, 8 мин","458 км, 351 м",16/16,100.0,Найм,7т,,15,A111AA818,,Черновик,28.03.2025,8023,3,Разгрузка,928007,,"143009, г. Одинцово, ул. Маршала Жукова, стр. 11б, помещение 1",55.67816;37.25462,,28.03.2025 14:48,28.03.2025 15:28,"0 ч, 40 мин",0,0,28.03.2025 09:40,28.03.2025 14:20,0.0,,5.6,Паллета,8,,
0,A111AA818,"9 ч, 8 мин","458 км, 351 м",16/16,100.0,Найм,7т,,15,A111AA818,,Черновик,28.03.2025,8023,4,Возврат тары,8023,,,55.668845;37.647295,,28.03.2025 16:08,28.03.2025 16:08,"0 ч, 0 мин",0,0,,,0.0,,,Паллета,,,
1,A111AA819,"9 ч, 44 мин","425 км, 938 м",15/16,93.75,Найм,7т,,16,A111AA819,,Черновик,28.03.2025,8023,1,Погрузка,8023,,,55.668845;37.647295,,28.03.2025 10:10,28.03.2025 11:40,"1 ч, 30 мин",0,0,,,0.0,,,Паллета,,,
0,A111AA819,"9 ч, 44 мин","425 км, 938 м",15/16,93.75,Найм,7т,,16,A111AA819,,Черновик,28.03.2025,8023,2,Разгрузка,3154,,"ТО, Калининский район, Черногубовское сельское поселение, деревня Батино, улица Сергея Еенина д.1а",56.89465;35.88538,,28.03.2025 14:38,28.03.2025 15:18,"0 ч, 40 мин",0,0,28.03.2025 08:40,28.03.2025 13:20,208.057,,9.0,Паллета,9,,
0,A111AA819,"9 ч, 44 мин","425 км, 938 м",15/16,93.75,Найм,7т,,16,A111AA819,,Черновик,28.03.2025,8023,3,Разгрузка,1395,,"Московская обл., г. Зеленоград, Гоголя ул., к.1006А",55.98406;37.17606,,28.03.2025 17:38,28.03.2025 18:18,"0 ч, 40 мин",0,0,28.03.2025 15:40,28.03.2025 17:20,147.247,,6.0,Паллета,6,,
0,A111AA819,"9 ч, 44 мин","425 км, 938 м",15/16,93.75,Найм,7т,,16,A111AA819,,Черновик,28.03.2025,8023,4,Возврат тары,8023,,,55.668845;37.647295,,28.03.2025 19:54,28.03.2025 19:54,"0 ч, 0 мин",0,0,,,70.634,,,Паллета,,,
1,A111AA820,"6 ч, 9 мин","85 км, 707 м",16/16,100.0,Найм,7т,,17,A111AA820,,Черновик,28.03.2025,8023,1,Погрузка,8023,,,55.668845;37.647295,,28.03.2025 07:30,28.03.2025 09:00,"1 ч, 30 мин",0,0,,,0.0,,,Паллета,,,
0,A111AA820,"6 ч, 9 мин","85 км, 707 м",16/16,100.0,Найм,7т,,17,A111AA820,,Черновик,28.03.2025,8023,2,Разгрузка,3043,,"МО г Королев, пр-кт Королева, д 18/6 (строительный адрес)",55.92064;37.84578,,28.03.2025 10:18,28.03.2025 10:58,"0 ч, 40 мин",0,0,28.03.2025 09:40,28.03.2025 14:20,42.013,,7.0,Паллета,7,,
0,A111AA820,"6 ч, 9 мин","85 км, 707 м",16/16,100.0,Найм,7т,,17,A111AA820,,Черновик,28.03.2025,8023,3,Разгрузка,647,,"ООО ""Лента"", 141070, Московская обл., г. Королев, ул. Пионерская д.19 к.3",55.91462;37.80809,,28.03.2025 11:45,28.03.2025 12:25,"0 ч, 40 мин",0,0,28.03.2025 08:40,28.03.2025 13:20,4.401,,9.0,Паллета,9,,
0,A111AA820,"6 ч, 9 мин","85 км, 707 м",16/16,100.0,Найм,7т,,17,A111AA820,,Черновик,28.03.2025,8023,4,Возврат тары,8023,,,55.668845;37.647295,,28.03.2025 13:39,28.03.2025 13:39,"0 ч, 0 мин",0,0,,,39.293,,,Паллета,,,
1,A111AA821,"6 ч, 50 мин","135 км, 626 м",16/16,100.0,Найм,7т,,18,A111AA821,,Черновик,28.03.2025,8023,1,Погрузка,8023,,,55.668845;37.647295,,28.03.2025 07:30,28.03.2025 09:00,"1 ч, 30 мин",0,0,,,0.0,,,Паллета,,,
0,A111AA821,"6 ч, 50 мин","135 км, 626 м",16/16,100.0,Найм,7т,,18,A111AA821,,Черновик,28.03.2025,8023,2,Разгрузка,3063,,"МО, г. Балашиха, д. Федурново, ул. Авиарембаза, жилой дом №5 (строительный)",55.75653;38.05749,,28.03.2025 10:18,28.03.2025 10:58,"0 ч, 40 мин",0,0,28.03.2025 09:40,28.03.2025 14:20,39.752,,7.0,Паллета,7,,
0,A111AA821,"6 ч, 50 мин","135 км, 626 м",16/16,100.0,Найм,7т,,18,A111AA821,,Черновик,28.03.2025,8023,3,Разгрузка,927850,,"142402 г. Ногинск, ул. Радченко, 1, стр. б",55.84451;38.42862,,28.03.2025 12:08,28.03.2025 12:48,"0 ч, 40 мин",0,0,28.03.2025 09:40,28.03.2025 14:20,36.763,,6.3,Паллета,9,,
0,A111AA821,"6 ч, 50 мин","135 км, 626 м",16/16,100.0,Найм,7т,,18,A111AA821,,Черновик,28.03.2025,8023,4,Возврат тары,8023,,,55.668845;37.647295,,28.03.2025 14:20,28.03.2025 14:20,"0 ч, 0 мин",0,0,,,59.111,,,Паллета,,,
1,A111AA822,"5 ч, 58 мин","67 км, 103 м",16/16,100.0,Найм,7т,,19,A111AA822,,Черновик,28.03.2025,8023,1,Погрузка,8023,,,55.668845;37.647295,,28.03.2025 10:44,28.03.2025 12:14,"1 ч, 30 мин",0,0,,,0.0,,,Паллета,,,
0,A111AA822,"5 ч, 58 мин","67 км, 103 м",16/16,100.0,Найм,7т,,19,A111AA822,,Черновик,28.03.2025,8023,2,Разгрузка,1376,,"Москва г., Ясный проезд, д.13 стр.2",55.87471;37.621,,28.03.2025 13:26,28.03.2025 14:06,"0 ч, 40 мин",0,0,28.03.2025 08:40,28.03.2025 13:20,32.959,,11.0,Паллета,11,,
0,A111AA822,"5 ч, 58 мин","67 км, 103 м",16/16,100.0,Найм,7т,,19,A111AA822,,Черновик,28.03.2025,8023,3,Разгрузка,1448,,"б-р. Северный, д. 10",55.86799;37.61691,,28.03.2025 14:52,28.03.2025 15:32,"0 ч, 40 мин",0,0,28.03.2025 14:40,28.03.2025 18:20,2.214,,5.0,Паллета,5,,
0,A111AA822,"5 ч, 58 мин","67 км, 103 м",16/16,100.0,Найм,7т,,19,A111AA822,,Черновик,28.03.2025,8023,4,Возврат тары,8023,,,55.668845;37.647295,,28.03.2025 16:42,28.03.2025 16:42,"0 ч, 0 мин",0,0,,,31.93,,,Паллета,,,
1,A111AA823,"6 ч, 16 мин","89 км, 572 м",16/16,100.0,Найм,7т,,20,A111AA823,,Черновик,28.03.2025,8023,1,Погрузка,8023,,,55.668845;37.647295,,28.03.2025 06:30,28.03.2025 08:00,"1 ч, 30 мин",0,0,,,0.0,,,Паллета,,,
